Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
13/04/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
14/04/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
15/04/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
16/04/18,100.0,55.0,108.0,83.0,114.0,1.05,95.0
17/04/18,87.0,47.85,93.96,72.21,99.18,0.91,82.65
18/04/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
19/04/18,107.0,58.85,115.56,88.81,121.98,1.12,101.65
20/04/18,113.0,62.15,122.04,93.79,128.82,1.19,107.35
21/04/18,121.0,66.55,130.68,100.43,137.94,1.27,114.95
22/04/18,114.0,62.7,123.12,94.62,129.96,1.2,108.3
23/04/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
24/04/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
25/04/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
26/04/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
27/04/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
28/04/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
29/04/18,103.0,56.65,111.24,85.49,117.42,1.08,97.85
30/04/18,101.0,55.55,109.08,83.83,115.14,1.06,95.95
01/05/18,117.0,64.35,126.36,97.11,133.38,1.23,111.15
02/05/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
03/05/18,100.0,55.0,108.0,83.0,114.0,1.05,95.0
04/05/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
05/05/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
06/05/18,80.0,44.0,86.4,66.4,91.2,0.84,76.0
07/05/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
08/05/18,96.0,52.8,103.68,79.68,109.44,1.01,91.2
09/05/18,105.0,57.75,113.4,87.15,119.7,1.1,99.75
10/05/18,73.0,40.15,78.84,60.59,83.22,0.77,69.35
11/05/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
12/05/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
13/05/18,104.0,57.2,112.32,86.32,118.56,1.09,98.8
14/05/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
15/05/18,74.0,40.7,79.92,61.42,84.36,0.78,70.3
16/05/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
17/05/18,109.0,59.95,117.72,90.47,124.26,1.14,103.55
18/05/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
19/05/18,106.0,58.3,114.48,87.98,120.84,1.11,100.7
20/05/18,95.0,52.25,102.6,78.85,108.3,1.0,90.25
21/05/18,134.0,73.7,144.72,111.22,152.76,1.41,127.3
22/05/18,105.0,57.75,113.4,87.15,119.7,1.1,99.75
23/05/18,113.0,62.15,122.04,93.79,128.82,1.19,107.35
24/05/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
25/05/18,118.0,64.9,127.44,97.94,134.52,1.24,112.1
26/05/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
27/05/18,77.0,42.35,83.16,63.91,87.78,0.81,73.15
28/05/18,75.0,41.25,81.0,62.25,85.5,0.79,71.25
29/05/18,77.0,42.35,83.16,63.91,87.78,0.81,73.15
30/05/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
31/05/18,87.0,47.85,93.96,72.21,99.18,0.91,82.65
01/06/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
02/06/18,72.0,39.6,77.76,59.76,82.08,0.76,68.4
03/06/18,85.0,46.75,91.8,70.55,96.9,0.89,80.75
04/06/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
05/06/18,74.0,40.7,79.92,61.42,84.36,0.78,70.3
06/06/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
07/06/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
08/06/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
09/06/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
10/06/18,47.0,25.85,50.76,39.01,53.58,0.49,44.65
11/06/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
12/06/18,73.0,40.15,78.84,60.59,83.22,0.77,69.35
13/06/18,80.0,44.0,86.4,66.4,91.2,0.84,76.0
14/06/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
15/06/18,85.0,46.75,91.8,70.55,96.9,0.89,80.75
16/06/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
17/06/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
18/06/18,53.0,29.15,57.24,43.99,60.42,0.56,50.35
19/06/18,44.0,24.2,47.52,36.52,50.16,0.46,41.8
20/06/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
21/06/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
22/06/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
23/06/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
24/06/18,42.0,23.1,45.36,34.86,47.88,0.44,39.9
25/06/18,47.0,25.85,50.76,39.01,53.58,0.49,44.65
26/06/18,41.0,22.55,44.28,34.03,46.74,0.43,38.95
27/06/18,53.0,29.15,57.24,43.99,60.42,0.56,50.35
28/06/18,53.0,29.15,57.24,43.99,60.42,0.56,50.35
29/06/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
30/06/18,59.0,32.45,63.72,48.97,67.26,0.62,56.05
01/07/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
02/07/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
03/07/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
04/07/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
05/07/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
06/07/18,44.0,24.2,47.52,36.52,50.16,0.46,41.8
07/07/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
08/07/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
09/07/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
10/07/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
11/07/18,46.0,25.3,49.68,38.18,52.44,0.48,43.7
12/07/18,41.0,22.55,44.28,34.03,46.74,0.43,38.95
13/07/18,35.0,19.25,37.8,29.05,39.9,0.37,33.25
14/07/18,40.0,22.0,43.2,33.2,45.6,0.42,38.0
15/07/18,57.0,31.35,61.56,47.31,64.98,0.6,54.15
16/07/18,36.0,19.8,38.88,29.88,41.04,0.38,34.2
17/07/18,36.0,19.8,38.88,29.88,41.04,0.38,34.2
18/07/18,41.0,22.55,44.28,34.03,46.74,0.43,38.95
19/07/18,51.0,28.05,55.08,42.33,58.14,0.54,48.45
20/07/18,42.0,23.1,45.36,34.86,47.88,0.44,39.9
21/07/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
22/07/18,69.0,37.95,74.52,57.27,78.66,0.72,65.55
23/07/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
24/07/18,57.0,31.35,61.56,47.31,64.98,0.6,54.15
25/07/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
26/07/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
27/07/18,53.0,29.15,57.24,43.99,60.42,0.56,50.35
28/07/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
29/07/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
30/07/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
31/07/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
01/08/18,77.0,42.35,83.16,63.91,87.78,0.81,73.15
02/08/18,75.0,41.25,81.0,62.25,85.5,0.79,71.25
03/08/18,95.0,52.25,102.6,78.85,108.3,1.0,90.25
04/08/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
05/08/18,64.0,35.2,69.12,53.12,72.96,0.67,60.8
06/08/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
07/08/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
08/08/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
09/08/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
10/08/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
11/08/18,46.0,25.3,49.68,38.18,52.44,0.48,43.7
12/08/18,39.0,21.45,42.12,32.37,44.46,0.41,37.05
13/08/18,29.0,15.95,31.32,24.07,33.06,0.3,27.55
14/08/18,45.0,24.75,48.6,37.35,51.3,0.47,42.75
15/08/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
16/08/18,36.0,19.8,38.88,29.88,41.04,0.38,34.2
17/08/18,45.0,24.75,48.6,37.35,51.3,0.47,42.75
18/08/18,37.0,20.35,39.96,30.71,42.18,0.39,35.15
19/08/18,47.0,25.85,50.76,39.01,53.58,0.49,44.65
20/08/18,51.0,28.05,55.08,42.33,58.14,0.54,48.45
21/08/18,26.0,14.3,28.08,21.58,29.64,0.27,24.7
22/08/18,30.0,16.5,32.4,24.9,34.2,0.32,28.5
23/08/18,45.0,24.75,48.6,37.35,51.3,0.47,42.75
24/08/18,51.0,28.05,55.08,42.33,58.14,0.54,48.45
25/08/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
26/08/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
27/08/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
28/08/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
29/08/18,64.0,35.2,69.12,53.12,72.96,0.67,60.8
30/08/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
31/08/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
01/09/18,69.0,37.95,74.52,57.27,78.66,0.72,65.55
02/09/18,49.0,26.95,52.92,40.67,55.86,0.51,46.55
03/09/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
04/09/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
05/09/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
06/09/18,73.0,40.15,78.84,60.59,83.22,0.77,69.35
07/09/18,83.0,45.65,89.64,68.89,94.62,0.87,78.85
08/09/18,46.0,25.3,49.68,38.18,52.44,0.48,43.7
09/09/18,83.0,45.65,89.64,68.89,94.62,0.87,78.85
10/09/18,87.0,47.85,93.96,72.21,99.18,0.91,82.65
11/09/18,77.0,42.35,83.16,63.91,87.78,0.81,73.15
12/09/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
13/09/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
14/09/18,83.0,45.65,89.64,68.89,94.62,0.87,78.85
15/09/18,89.0,48.95,96.12,73.87,101.46,0.93,84.55
16/09/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
17/09/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
18/09/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
19/09/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
20/09/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
21/09/18,89.0,48.95,96.12,73.87,101.46,0.93,84.55
22/09/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
23/09/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
24/09/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
25/09/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
26/09/18,109.0,59.95,117.72,90.47,124.26,1.14,103.55
27/09/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
28/09/18,94.0,51.7,101.52,78.02,107.16,0.99,89.3
29/09/18,101.0,55.55,109.08,83.83,115.14,1.06,95.95
30/09/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
01/10/18,128.0,70.4,138.24,106.24,145.92,1.34,121.6
02/10/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
03/10/18,75.0,41.25,81.0,62.25,85.5,0.79,71.25
04/10/18,82.0,45.1,88.56,68.06,93.48,0.86,77.9
05/10/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
06/10/18,116.0,63.8,125.28,96.28,132.24,1.22,110.2
07/10/18,118.0,64.9,127.44,97.94,134.52,1.24,112.1
08/10/18,126.0,69.3,136.08,104.58,143.64,1.32,119.7
09/10/18,126.0,69.3,136.08,104.58,143.64,1.32,119.7
10/10/18,131.0,72.05,141.48,108.73,149.34,1.38,124.45
11/10/18,117.0,64.35,126.36,97.11,133.38,1.23,111.15
12/10/18,117.0,64.35,126.36,97.11,133.38,1.23,111.15
13/10/18,121.0,66.55,130.68,100.43,137.94,1.27,114.95
14/10/18,107.0,58.85,115.56,88.81,121.98,1.12,101.65
15/10/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
16/10/18,96.0,52.8,103.68,79.68,109.44,1.01,91.2
17/10/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
18/10/18,69.0,37.95,74.52,57.27,78.66,0.72,65.55
19/10/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
20/10/18,106.0,58.3,114.48,87.98,120.84,1.11,100.7
21/10/18,115.0,63.25,124.2,95.45,131.1,1.21,109.25
22/10/18,124.0,68.2,133.92,102.92,141.36,1.3,117.8
23/10/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
24/10/18,126.0,69.3,136.08,104.58,143.64,1.32,119.7
25/10/18,125.0,68.75,135.0,103.75,142.5,1.31,118.75
26/10/18,106.0,58.3,114.48,87.98,120.84,1.11,100.7
27/10/18,120.0,66.0,129.6,99.6,136.8,1.26,114.0
28/10/18,113.0,62.15,122.04,93.79,128.82,1.19,107.35
29/10/18,107.0,58.85,115.56,88.81,121.98,1.12,101.65
30/10/18,115.0,63.25,124.2,95.45,131.1,1.21,109.25
31/10/18,120.0,66.0,129.6,99.6,136.8,1.26,114.0
01/11/18,106.0,58.3,114.48,87.98,120.84,1.11,100.7
02/11/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
03/11/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
04/11/18,54.0,29.7,58.32,44.82,61.56,0.57,51.3
05/11/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
06/11/18,83.0,45.65,89.64,68.89,94.62,0.87,78.85
07/11/18,97.0,53.35,104.76,80.51,110.58,1.02,92.15
08/11/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
09/11/18,120.0,66.0,129.6,99.6,136.8,1.26,114.0
10/11/18,135.0,74.25,145.8,112.05,153.9,1.42,128.25
11/11/18,128.0,70.4,138.24,106.24,145.92,1.34,121.6
12/11/18,130.0,71.5,140.4,107.9,148.2,1.37,123.5
13/11/18,133.0,73.15,143.64,110.39,151.62,1.4,126.35
14/11/18,142.0,78.1,153.36,117.86,161.88,1.49,134.9
15/11/18,129.0,70.95,139.32,107.07,147.06,1.35,122.55
16/11/18,118.0,64.9,127.44,97.94,134.52,1.24,112.1
17/11/18,64.0,35.2,69.12,53.12,72.96,0.67,60.8
18/11/18,57.0,31.35,61.56,47.31,64.98,0.6,54.15
19/11/18,54.0,29.7,58.32,44.82,61.56,0.57,51.3
20/11/18,94.0,51.7,101.52,78.02,107.16,0.99,89.3
21/11/18,136.0,74.8,146.88,112.88,155.04,1.43,129.2
22/11/18,130.0,71.5,140.4,107.9,148.2,1.37,123.5
23/11/18,138.0,75.9,149.04,114.54,157.32,1.45,131.1
24/11/18,149.0,81.95,160.92,123.67,169.86,1.56,141.55
25/11/18,138.0,75.9,149.04,114.54,157.32,1.45,131.1
26/11/18,136.0,74.8,146.88,112.88,155.04,1.43,129.2
27/11/18,139.0,76.45,150.12,115.37,158.46,1.46,132.05
28/11/18,143.0,78.65,154.44,118.69,163.02,1.5,135.85
29/11/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
30/11/18,136.0,74.8,146.88,112.88,155.04,1.43,129.2
01/12/18,137.0,75.35,147.96,113.71,156.18,1.44,130.15
02/12/18,142.0,78.1,153.36,117.86,161.88,1.49,134.9
03/12/18,144.0,79.2,155.52,119.52,164.16,1.51,136.8
04/12/18,158.0,86.9,170.64,131.14,180.12,1.66,150.1
05/12/18,140.0,77.0,151.2,116.2,159.6,1.47,133.0
06/12/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
07/12/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
08/12/18,147.0,80.85,158.76,122.01,167.58,1.54,139.65
09/12/18,160.0,88.0,172.8,132.8,182.4,1.68,152.0
10/12/18,162.0,89.1,174.96,134.46,184.68,1.7,153.9
11/12/18,156.0,85.8,168.48,129.48,177.84,1.64,148.2
12/12/18,155.0,85.25,167.4,128.65,176.7,1.63,147.25
13/12/18,144.0,79.2,155.52,119.52,164.16,1.51,136.8
14/12/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
15/12/18,155.0,85.25,167.4,128.65,176.7,1.63,147.25
16/12/18,153.0,84.15,165.24,126.99,174.42,1.61,145.35
17/12/18,141.0,77.55,152.28,117.03,160.74,1.48,133.95
18/12/18,49.0,26.95,52.92,40.67,55.86,0.51,46.55
19/12/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
20/12/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
21/12/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
22/12/18,136.0,74.8,146.88,112.88,155.04,1.43,129.2
23/12/18,159.0,87.45,171.72,131.97,181.26,1.67,151.05
24/12/18,158.0,86.9,170.64,131.14,180.12,1.66,150.1
25/12/18,150.0,82.5,162.0,124.5,171.0,1.58,142.5
26/12/18,136.0,74.8,146.88,112.88,155.04,1.43,129.2
27/12/18,131.0,72.05,141.48,108.73,149.34,1.38,124.45
28/12/18,129.0,70.95,139.32,107.07,147.06,1.35,122.55
29/12/18,133.0,73.15,143.64,110.39,151.62,1.4,126.35
30/12/18,143.0,78.65,154.44,118.69,163.02,1.5,135.85
31/12/18,131.0,72.05,141.48,108.73,149.34,1.38,124.45
01/01/19,132.0,72.6,142.56,109.56,150.48,1.39,125.4
02/01/19,141.0,77.55,152.28,117.03,160.74,1.48,133.95
03/01/19,144.0,79.2,155.52,119.52,164.16,1.51,136.8
04/01/19,147.0,80.85,158.76,122.01,167.58,1.54,139.65
05/01/19,145.0,79.75,156.6,120.35,165.3,1.52,137.75
06/01/19,155.0,85.25,167.4,128.65,176.7,1.63,147.25
07/01/19,153.0,84.15,165.24,126.99,174.42,1.61,145.35
08/01/19,151.0,83.05,163.08,125.33,172.14,1.59,143.45
09/01/19,148.0,81.4,159.84,122.84,168.72,1.55,140.6
10/01/19,146.0,80.3,157.68,121.18,166.44,1.53,138.7
11/01/19,152.0,83.6,164.16,126.16,173.28,1.6,144.4
12/01/19,158.0,86.9,170.64,131.14,180.12,1.66,150.1
13/01/19,147.0,80.85,158.76,122.01,167.58,1.54,139.65
14/01/19,147.0,80.85,158.76,122.01,167.58,1.54,139.65
15/01/19,148.0,81.4,159.84,122.84,168.72,1.55,140.6
16/01/19,154.0,84.7,166.32,127.82,175.56,1.62,146.3
17/01/19,146.0,80.3,157.68,121.18,166.44,1.53,138.7
18/01/19,146.0,80.3,157.68,121.18,166.44,1.53,138.7
19/01/19,154.0,84.7,166.32,127.82,175.56,1.62,146.3
20/01/19,152.0,83.6,164.16,126.16,173.28,1.6,144.4
21/01/19,130.0,71.5,140.4,107.9,148.2,1.37,123.5
22/01/19,94.0,51.7,101.52,78.02,107.16,0.99,89.3
23/01/19,112.0,61.6,120.96,92.96,127.68,1.18,106.4
24/01/19,111.0,61.05,119.88,92.13,126.54,1.17,105.45
25/01/19,84.0,46.2,90.72,69.72,95.76,0.88,79.8
26/01/19,67.0,36.85,72.36,55.61,76.38,0.7,63.65
27/01/19,83.0,45.65,89.64,68.89,94.62,0.87,78.85
28/01/19,142.0,78.1,153.36,117.86,161.88,1.49,134.9
29/01/19,134.0,73.7,144.72,111.22,152.76,1.41,127.3
30/01/19,105.0,57.75,113.4,87.15,119.7,1.1,99.75
31/01/19,118.0,64.9,127.44,97.94,134.52,1.24,112.1
01/02/19,130.0,71.5,140.4,107.9,148.2,1.37,123.5
02/02/19,119.0,65.45,128.52,98.77,135.66,1.25,113.05
03/02/19,122.0,67.1,131.76,101.26,139.08,1.28,115.9
04/02/19,116.0,63.8,125.28,96.28,132.24,1.22,110.2
05/02/19,117.0,64.35,126.36,97.11,133.38,1.23,111.15
06/02/19,134.0,73.7,144.72,111.22,152.76,1.41,127.3
07/02/19,118.0,64.9,127.44,97.94,134.52,1.24,112.1
08/02/19,117.0,64.35,126.36,97.11,133.38,1.23,111.15
09/02/19,132.0,72.6,142.56,109.56,150.48,1.39,125.4
10/02/19,130.0,71.5,140.4,107.9,148.2,1.37,123.5
11/02/19,114.0,62.7,123.12,94.62,129.96,1.2,108.3
12/02/19,128.0,70.4,138.24,106.24,145.92,1.34,121.6
13/02/19,132.0,72.6,142.56,109.56,150.48,1.39,125.4
