Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
26/03/19,138.0,75.9,149.04,114.54,157.32,1.45,131.1
27/03/19,122.0,67.1,131.76,101.26,139.08,1.28,115.9
28/03/19,105.0,57.75,113.4,87.15,119.7,1.1,99.75
29/03/19,91.0,50.05,98.28,75.53,103.74,0.96,86.45
30/03/19,99.0,54.45,106.92,82.17,112.86,1.04,94.05
31/03/19,80.0,44.0,86.4,66.4,91.2,0.84,76.0
01/04/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
03/04/19,99.0,54.45,106.92,82.17,112.86,1.04,94.05
04/04/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
05/04/19,91.0,50.05,98.28,75.53,103.74,0.96,86.45
06/04/19,91.0,50.05,98.28,75.53,103.74,0.96,86.45
07/04/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
08/04/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
09/04/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
10/04/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
11/04/19,89.0,48.95,96.12,73.87,101.46,0.93,84.55
12/04/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
13/04/19,100.0,55.0,108.0,83.0,114.0,1.05,95.0
14/04/19,95.0,52.25,102.6,78.85,108.3,1.0,90.25
15/04/19,92.0,50.6,99.36,76.36,104.88,0.97,87.4
16/04/19,95.0,52.25,102.6,78.85,108.3,1.0,90.25
17/04/19,85.0,46.75,91.8,70.55,96.9,0.89,80.75
18/04/19,94.0,51.7,101.52,78.02,107.16,0.99,89.3
19/04/19,94.0,51.7,101.52,78.02,107.16,0.99,89.3
20/04/19,97.0,53.35,104.76,80.51,110.58,1.02,92.15
21/04/19,95.0,52.25,102.6,78.85,108.3,1.0,90.25
22/04/19,97.0,53.35,104.76,80.51,110.58,1.02,92.15
23/04/19,98.0,53.9,105.84,81.34,111.72,1.03,93.1
24/04/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
25/04/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
26/04/19,92.0,50.6,99.36,76.36,104.88,0.97,87.4
27/04/19,96.0,52.8,103.68,79.68,109.44,1.01,91.2
28/04/19,99.0,54.45,106.92,82.17,112.86,1.04,94.05
29/04/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
30/04/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
01/05/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
02/05/19,109.0,59.95,117.72,90.47,124.26,1.14,103.55
03/05/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
04/05/19,89.0,48.95,96.12,73.87,101.46,0.93,84.55
05/05/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
06/05/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
07/05/19,94.0,51.7,101.52,78.02,107.16,0.99,89.3
08/05/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
09/05/19,89.0,48.95,96.12,73.87,101.46,0.93,84.55
10/05/19,87.0,47.85,93.96,72.21,99.18,0.91,82.65
11/05/19,92.0,50.6,99.36,76.36,104.88,0.97,87.4
12/05/19,93.0,51.15,100.44,77.19,106.02,0.98,88.35
13/05/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
14/05/19,91.0,50.05,98.28,75.53,103.74,0.96,86.45
15/05/19,82.0,45.1,88.56,68.06,93.48,0.86,77.9
16/05/19,77.0,42.35,83.16,63.91,87.78,0.81,73.15
17/05/19,78.0,42.9,84.24,64.74,88.92,0.82,74.1
18/05/19,80.0,44.0,86.4,66.4,91.2,0.84,76.0
19/05/19,79.0,43.45,85.32,65.57,90.06,0.83,75.05
20/05/19,83.0,45.65,89.64,68.89,94.62,0.87,78.85
21/05/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
22/05/19,87.0,47.85,93.96,72.21,99.18,0.91,82.65
23/05/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
24/05/19,89.0,48.95,96.12,73.87,101.46,0.93,84.55
25/05/19,71.0,39.05,76.68,58.93,80.94,0.75,67.45
26/05/19,68.0,37.4,73.44,56.44,77.52,0.71,64.6
27/05/19,86.0,47.3,92.88,71.38,98.04,0.9,81.7
28/05/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
29/05/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
30/05/19,69.0,37.95,74.52,57.27,78.66,0.72,65.55
31/05/19,71.0,39.05,76.68,58.93,80.94,0.75,67.45
01/06/19,79.0,43.45,85.32,65.57,90.06,0.83,75.05
02/06/19,79.0,43.45,85.32,65.57,90.06,0.83,75.05
03/06/19,78.0,42.9,84.24,64.74,88.92,0.82,74.1
04/06/19,58.0,31.9,62.64,48.14,66.12,0.61,55.1
05/06/19,59.0,32.45,63.72,48.97,67.26,0.62,56.05
06/06/19,60.0,33.0,64.8,49.8,68.4,0.63,57.0
07/06/19,70.0,38.5,75.6,58.1,79.8,0.74,66.5
08/06/19,72.0,39.6,77.76,59.76,82.08,0.76,68.4
09/06/19,87.0,47.85,93.96,72.21,99.18,0.91,82.65
10/06/19,81.0,44.55,87.48,67.23,92.34,0.85,76.95
11/06/19,62.0,34.1,66.96,51.46,70.68,0.65,58.9
12/06/19,61.0,33.55,65.88,50.63,69.54,0.64,57.95
13/06/19,52.0,28.6,56.16,43.16,59.28,0.55,49.4
14/06/19,70.0,38.5,75.6,58.1,79.8,0.74,66.5
15/06/19,51.0,28.05,55.08,42.33,58.14,0.54,48.45
16/06/19,56.0,30.8,60.48,46.48,63.84,0.59,53.2
17/06/19,59.0,32.45,63.72,48.97,67.26,0.62,56.05
18/06/19,65.0,35.75,70.2,53.95,74.1,0.68,61.75
19/06/19,51.0,28.05,55.08,42.33,58.14,0.54,48.45
20/06/19,84.0,46.2,90.72,69.72,95.76,0.88,79.8
21/06/19,79.0,43.45,85.32,65.57,90.06,0.83,75.05
22/06/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
23/06/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
24/06/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
25/06/19,60.0,33.0,64.8,49.8,68.4,0.63,57.0
26/06/19,59.0,32.45,63.72,48.97,67.26,0.62,56.05
27/06/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
28/06/19,42.0,23.1,45.36,34.86,47.88,0.44,39.9
29/06/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
30/06/19,48.0,26.4,51.84,39.84,54.72,0.5,45.6
01/07/19,42.0,23.1,45.36,34.86,47.88,0.44,39.9
02/07/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
03/07/19,41.0,22.55,44.28,34.03,46.74,0.43,38.95
04/07/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
05/07/19,55.0,30.25,59.4,45.65,62.7,0.58,52.25
06/07/19,52.0,28.6,56.16,43.16,59.28,0.55,49.4
07/07/19,63.0,34.65,68.04,52.29,71.82,0.66,59.85
08/07/19,51.0,28.05,55.08,42.33,58.14,0.54,48.45
09/07/19,53.0,29.15,57.24,43.99,60.42,0.56,50.35
10/07/19,42.0,23.1,45.36,34.86,47.88,0.44,39.9
11/07/19,52.0,28.6,56.16,43.16,59.28,0.55,49.4
12/07/19,53.0,29.15,57.24,43.99,60.42,0.56,50.35
13/07/19,55.0,30.25,59.4,45.65,62.7,0.58,52.25
14/07/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
15/07/19,58.0,31.9,62.64,48.14,66.12,0.61,55.1
16/07/19,58.0,31.9,62.64,48.14,66.12,0.61,55.1
17/07/19,63.0,34.65,68.04,52.29,71.82,0.66,59.85
18/07/19,67.0,36.85,72.36,55.61,76.38,0.7,63.65
19/07/19,77.0,42.35,83.16,63.91,87.78,0.81,73.15
20/07/19,74.0,40.7,79.92,61.42,84.36,0.78,70.3
21/07/19,57.0,31.35,61.56,47.31,64.98,0.6,54.15
22/07/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
23/07/19,40.0,22.0,43.2,33.2,45.6,0.42,38.0
24/07/19,34.0,18.7,36.72,28.22,38.76,0.36,32.3
25/07/19,38.0,20.9,41.04,31.54,43.32,0.4,36.1
26/07/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
27/07/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
28/07/19,56.0,30.8,60.48,46.48,63.84,0.59,53.2
29/07/19,67.0,36.85,72.36,55.61,76.38,0.7,63.65
30/07/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
31/07/19,43.0,23.65,46.44,35.69,49.02,0.45,40.85
01/08/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
02/08/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
03/08/19,37.0,20.35,39.96,30.71,42.18,0.39,35.15
04/08/19,41.0,22.55,44.28,34.03,46.74,0.43,38.95
05/08/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
06/08/19,51.0,28.05,55.08,42.33,58.14,0.54,48.45
07/08/19,54.0,29.7,58.32,44.82,61.56,0.57,51.3
08/08/19,69.0,37.95,74.52,57.27,78.66,0.72,65.55
09/08/19,72.0,39.6,77.76,59.76,82.08,0.76,68.4
10/08/19,68.0,37.4,73.44,56.44,77.52,0.71,64.6
11/08/19,70.0,38.5,75.6,58.1,79.8,0.74,66.5
12/08/19,65.0,35.75,70.2,53.95,74.1,0.68,61.75
13/08/19,56.0,30.8,60.48,46.48,63.84,0.59,53.2
14/08/19,62.0,34.1,66.96,51.46,70.68,0.65,58.9
15/08/19,61.0,33.55,65.88,50.63,69.54,0.64,57.95
16/08/19,52.0,28.6,56.16,43.16,59.28,0.55,49.4
17/08/19,69.0,37.95,74.52,57.27,78.66,0.72,65.55
18/08/19,60.0,33.0,64.8,49.8,68.4,0.63,57.0
19/08/19,61.0,33.55,65.88,50.63,69.54,0.64,57.95
20/08/19,67.0,36.85,72.36,55.61,76.38,0.7,63.65
21/08/19,60.0,33.0,64.8,49.8,68.4,0.63,57.0
22/08/19,57.0,31.35,61.56,47.31,64.98,0.6,54.15
23/08/19,59.0,32.45,63.72,48.97,67.26,0.62,56.05
24/08/19,59.0,32.45,63.72,48.97,67.26,0.62,56.05
25/08/19,56.0,30.8,60.48,46.48,63.84,0.59,53.2
26/08/19,69.0,37.95,74.52,57.27,78.66,0.72,65.55
27/08/19,61.0,33.55,65.88,50.63,69.54,0.64,57.95
28/08/19,45.0,24.75,48.6,37.35,51.3,0.47,42.75
29/08/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
30/08/19,49.0,26.95,52.92,40.67,55.86,0.51,46.55
31/08/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
01/09/19,43.0,23.65,46.44,35.69,49.02,0.45,40.85
02/09/19,54.0,29.7,58.32,44.82,61.56,0.57,51.3
03/09/19,39.0,21.45,42.12,32.37,44.46,0.41,37.05
04/09/19,36.0,19.8,38.88,29.88,41.04,0.38,34.2
05/09/19,36.0,19.8,38.88,29.88,41.04,0.38,34.2
06/09/19,37.0,20.35,39.96,30.71,42.18,0.39,35.15
07/09/19,41.0,22.55,44.28,34.03,46.74,0.43,38.95
08/09/19,39.0,21.45,42.12,32.37,44.46,0.41,37.05
09/09/19,45.0,24.75,48.6,37.35,51.3,0.47,42.75
10/09/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
11/09/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
12/09/19,47.0,25.85,50.76,39.01,53.58,0.49,44.65
13/09/19,39.0,21.45,42.12,32.37,44.46,0.41,37.05
14/09/19,49.0,26.95,52.92,40.67,55.86,0.51,46.55
15/09/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
16/09/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
17/09/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
18/09/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
19/09/19,66.0,36.3,71.28,54.78,75.24,0.69,62.7
20/09/19,66.0,36.3,71.28,54.78,75.24,0.69,62.7
21/09/19,40.0,22.0,43.2,33.2,45.6,0.42,38.0
22/09/19,45.0,24.75,48.6,37.35,51.3,0.47,42.75
23/09/19,58.0,31.9,62.64,48.14,66.12,0.61,55.1
24/09/19,60.0,33.0,64.8,49.8,68.4,0.63,57.0
25/09/19,44.0,24.2,47.52,36.52,50.16,0.46,41.8
26/09/19,54.0,29.7,58.32,44.82,61.56,0.57,51.3
27/09/19,32.0,17.6,34.56,26.56,36.48,0.34,30.4
28/09/19,29.0,15.95,31.32,24.07,33.06,0.3,27.55
29/09/19,33.0,18.15,35.64,27.39,37.62,0.35,31.35
30/09/19,28.0,15.4,30.24,23.24,31.92,0.29,26.6
01/10/19,37.0,20.35,39.96,30.71,42.18,0.39,35.15
02/10/19,60.0,33.0,64.8,49.8,68.4,0.63,57.0
03/10/19,55.0,30.25,59.4,45.65,62.7,0.58,52.25
04/10/19,62.0,34.1,66.96,51.46,70.68,0.65,58.9
05/10/19,82.0,45.1,88.56,68.06,93.48,0.86,77.9
06/10/19,102.0,56.1,110.16,84.66,116.28,1.07,96.9
07/10/19,91.0,50.05,98.28,75.53,103.74,0.96,86.45
08/10/19,124.0,68.2,133.92,102.92,141.36,1.3,117.8
09/10/19,64.0,35.2,69.12,53.12,72.96,0.67,60.8
10/10/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
11/10/19,106.0,58.3,114.48,87.98,120.84,1.11,100.7
12/10/19,116.0,63.8,125.28,96.28,132.24,1.22,110.2
13/10/19,109.0,59.95,117.72,90.47,124.26,1.14,103.55
14/10/19,116.0,63.8,125.28,96.28,132.24,1.22,110.2
15/10/19,106.0,58.3,114.48,87.98,120.84,1.11,100.7
16/10/19,106.0,58.3,114.48,87.98,120.84,1.11,100.7
17/10/19,146.0,80.3,157.68,121.18,166.44,1.53,138.7
18/10/19,142.0,78.1,153.36,117.86,161.88,1.49,134.9
19/10/19,69.0,37.95,74.52,57.27,78.66,0.72,65.55
20/10/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
21/10/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
22/10/19,56.0,30.8,60.48,46.48,63.84,0.59,53.2
23/10/19,50.0,27.5,54.0,41.5,57.0,0.53,47.5
24/10/19,71.0,39.05,76.68,58.93,80.94,0.75,67.45
25/10/19,62.0,34.1,66.96,51.46,70.68,0.65,58.9
26/10/19,56.0,30.8,60.48,46.48,63.84,0.59,53.2
27/10/19,92.0,50.6,99.36,76.36,104.88,0.97,87.4
28/10/19,104.0,57.2,112.32,86.32,118.56,1.09,98.8
29/10/19,112.0,61.6,120.96,92.96,127.68,1.18,106.4
30/10/19,89.0,48.95,96.12,73.87,101.46,0.93,84.55
31/10/19,76.0,41.8,82.08,63.08,86.64,0.8,72.2
01/11/19,65.0,35.75,70.2,53.95,74.1,0.68,61.75
02/11/19,43.0,23.65,46.44,35.69,49.02,0.45,40.85
03/11/19,69.0,37.95,74.52,57.27,78.66,0.72,65.55
04/11/19,71.0,39.05,76.68,58.93,80.94,0.75,67.45
05/11/19,71.0,39.05,76.68,58.93,80.94,0.75,67.45
06/11/19,109.0,59.95,117.72,90.47,124.26,1.14,103.55
07/11/19,71.0,39.05,76.68,58.93,80.94,0.75,67.45
08/11/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
09/11/19,75.0,41.25,81.0,62.25,85.5,0.79,71.25
10/11/19,92.0,50.6,99.36,76.36,104.88,0.97,87.4
11/11/19,109.0,59.95,117.72,90.47,124.26,1.14,103.55
12/11/19,138.0,75.9,149.04,114.54,157.32,1.45,131.1
13/11/19,132.0,72.6,142.56,109.56,150.48,1.39,125.4
14/11/19,115.0,63.25,124.2,95.45,131.1,1.21,109.25
15/11/19,139.0,76.45,150.12,115.37,158.46,1.46,132.05
16/11/19,151.0,83.05,163.08,125.33,172.14,1.59,143.45
17/11/19,145.0,79.75,156.6,120.35,165.3,1.52,137.75
18/11/19,135.0,74.25,145.8,112.05,153.9,1.42,128.25
19/11/19,192.0,105.6,207.36,159.36,218.88,2.02,182.4
20/11/19,207.0,113.85,223.56,171.81,235.98,2.17,196.65
21/11/19,202.0,111.1,218.16,167.66,230.28,2.12,191.9
22/11/19,205.0,112.75,221.4,170.15,233.7,2.15,194.75
23/11/19,180.0,99.0,194.4,149.4,205.2,1.89,171.0
24/11/19,172.0,94.6,185.76,142.76,196.08,1.81,163.4
25/11/19,205.0,112.75,221.4,170.15,233.7,2.15,194.75
26/11/19,184.0,101.2,198.72,152.72,209.76,1.93,174.8
27/11/19,171.0,94.05,184.68,141.93,194.94,1.8,162.45
28/11/19,153.0,84.15,165.24,126.99,174.42,1.61,145.35
29/11/19,163.0,89.65,176.04,135.29,185.82,1.71,154.85
30/11/19,190.0,104.5,205.2,157.7,216.6,2.0,180.5
01/12/19,211.0,116.05,227.88,175.13,240.54,2.22,200.45
02/12/19,151.0,83.05,163.08,125.33,172.14,1.59,143.45
03/12/19,104.0,57.2,112.32,86.32,118.56,1.09,98.8
04/12/19,92.0,50.6,99.36,76.36,104.88,0.97,87.4
05/12/19,112.0,61.6,120.96,92.96,127.68,1.18,106.4
06/12/19,199.0,109.45,214.92,165.17,226.86,2.09,189.05
07/12/19,145.0,79.75,156.6,120.35,165.3,1.52,137.75
08/12/19,174.0,95.7,187.92,144.42,198.36,1.83,165.3
09/12/19,206.0,113.3,222.48,170.98,234.84,2.16,195.7
10/12/19,174.0,95.7,187.92,144.42,198.36,1.83,165.3
11/12/19,206.0,113.3,222.48,170.98,234.84,2.16,195.7
12/12/19,215.0,118.25,232.2,178.45,245.1,2.26,204.25
13/12/19,185.0,101.75,199.8,153.55,210.9,1.94,175.75
14/12/19,99.0,54.45,106.92,82.17,112.86,1.04,94.05
15/12/19,133.0,73.15,143.64,110.39,151.62,1.4,126.35
16/12/19,191.0,105.05,206.28,158.53,217.74,2.01,181.45
17/12/19,175.0,96.25,189.0,145.25,199.5,1.84,166.25
18/12/19,161.0,88.55,173.88,133.63,183.54,1.69,152.95
19/12/19,166.0,91.3,179.28,137.78,189.24,1.74,157.7
20/12/19,197.0,108.35,212.76,163.51,224.58,2.07,187.15
21/12/19,203.0,111.65,219.24,168.49,231.42,2.13,192.85
22/12/19,213.0,117.15,230.04,176.79,242.82,2.24,202.35
23/12/19,212.0,116.6,228.96,175.96,241.68,2.23,201.4
24/12/19,245.0,134.75,264.6,203.35,279.3,2.57,232.75
25/12/19,280.0,154.0,302.4,232.4,319.2,2.94,266.0
26/12/19,244.0,134.2,263.52,202.52,278.16,2.56,231.8
27/12/19,183.0,100.65,197.64,151.89,208.62,1.92,173.85
28/12/19,162.0,89.1,174.96,134.46,184.68,1.7,153.9
29/12/19,153.0,84.15,165.24,126.99,174.42,1.61,145.35
30/12/19,197.0,108.35,212.76,163.51,224.58,2.07,187.15
31/12/19,147.0,80.85,158.76,122.01,167.58,1.54,139.65
01/01/20,198.0,108.9,213.84,164.34,225.72,2.08,188.1
02/01/20,243.0,133.65,262.44,201.69,277.02,2.55,230.85
03/01/20,201.0,110.55,217.08,166.83,229.14,2.11,190.95
04/01/20,221.0,121.55,238.68,183.43,251.94,2.32,209.95
05/01/20,211.0,116.05,227.88,175.13,240.54,2.22,200.45
06/01/20,137.0,75.35,147.96,113.71,156.18,1.44,130.15
07/01/20,189.0,103.95,204.12,156.87,215.46,1.98,179.55
08/01/20,152.0,83.6,164.16,126.16,173.28,1.6,144.4
09/01/20,124.0,68.2,133.92,102.92,141.36,1.3,117.8
10/01/20,125.0,68.75,135.0,103.75,142.5,1.31,118.75
11/01/20,155.0,85.25,167.4,128.65,176.7,1.63,147.25
12/01/20,217.0,119.35,234.36,180.11,247.38,2.28,206.15
13/01/20,163.0,89.65,176.04,135.29,185.82,1.71,154.85
14/01/20,84.0,46.2,90.72,69.72,95.76,0.88,79.8
15/01/20,96.0,52.8,103.68,79.68,109.44,1.01,91.2
16/01/20,81.0,44.55,87.48,67.23,92.34,0.85,76.95
17/01/20,88.0,48.4,95.04,73.04,100.32,0.92,83.6
18/01/20,188.0,103.4,203.04,156.04,214.32,1.97,178.6
19/01/20,210.0,115.5,226.8,174.3,239.4,2.21,199.5
20/01/20,193.0,106.15,208.44,160.19,220.02,2.03,183.35
21/01/20,229.0,125.95,247.32,190.07,261.06,2.4,217.55
22/01/20,174.0,95.7,187.92,144.42,198.36,1.83,165.3
23/01/20,195.0,107.25,210.6,161.85,222.3,2.05,185.25
24/01/20,171.0,94.05,184.68,141.93,194.94,1.8,162.45
25/01/20,188.0,103.4,203.04,156.04,214.32,1.97,178.6
26/01/20,250.0,137.5,270.0,207.5,285.0,2.63,237.5
27/01/20,148.0,81.4,159.84,122.84,168.72,1.55,140.6
28/01/20,82.0,45.1,88.56,68.06,93.48,0.86,77.9
29/01/20,82.0,45.1,88.56,68.06,93.48,0.86,77.9
30/01/20,127.0,69.85,137.16,105.41,144.78,1.33,120.65
31/01/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
01/02/20,164.0,90.2,177.12,136.12,186.96,1.72,155.8
02/02/20,179.0,98.45,193.32,148.57,204.06,1.88,170.05
03/02/20,188.0,103.4,203.04,156.04,214.32,1.97,178.6
04/02/20,176.0,96.8,190.08,146.08,200.64,1.85,167.2
05/02/20,137.0,75.35,147.96,113.71,156.18,1.44,130.15
06/02/20,123.0,67.65,132.84,102.09,140.22,1.29,116.85
07/02/20,126.0,69.3,136.08,104.58,143.64,1.32,119.7
08/02/20,135.0,74.25,145.8,112.05,153.9,1.42,128.25
09/02/20,138.0,75.9,149.04,114.54,157.32,1.45,131.1
10/02/20,134.0,73.7,144.72,111.22,152.76,1.41,127.3
11/02/20,139.0,76.45,150.12,115.37,158.46,1.46,132.05
12/02/20,133.0,73.15,143.64,110.39,151.62,1.4,126.35
13/02/20,155.0,85.25,167.4,128.65,176.7,1.63,147.25
14/02/20,136.0,74.8,146.88,112.88,155.04,1.43,129.2
15/02/20,146.0,80.3,157.68,121.18,166.44,1.53,138.7
16/02/20,150.0,82.5,162.0,124.5,171.0,1.58,142.5
