Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
21/08/18,87.0,47.85,93.96,72.21,99.18,0.91,82.65
22/08/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
23/08/18,69.0,37.95,74.52,57.27,78.66,0.72,65.55
24/08/18,80.0,44.0,86.4,66.4,91.2,0.84,76.0
25/08/18,89.0,48.95,96.12,73.87,101.46,0.93,84.55
26/08/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
27/08/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
28/08/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
29/08/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
30/08/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
31/08/18,127.0,69.85,137.16,105.41,144.78,1.33,120.65
01/09/18,114.0,62.7,123.12,94.62,129.96,1.2,108.3
02/09/18,106.0,58.3,114.48,87.98,120.84,1.11,100.7
03/09/18,73.0,40.15,78.84,60.59,83.22,0.77,69.35
04/09/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
05/09/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
06/09/18,137.0,75.35,147.96,113.71,156.18,1.44,130.15
07/09/18,91.0,50.05,98.28,75.53,103.74,0.96,86.45
08/09/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
09/09/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
10/09/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
11/09/18,79.0,43.45,85.32,65.57,90.06,0.83,75.05
12/09/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
13/09/18,103.0,56.65,111.24,85.49,117.42,1.08,97.85
14/09/18,102.0,56.1,110.16,84.66,116.28,1.07,96.9
15/09/18,118.0,64.9,127.44,97.94,134.52,1.24,112.1
16/09/18,121.0,66.55,130.68,100.43,137.94,1.27,114.95
17/09/18,135.0,74.25,145.8,112.05,153.9,1.42,128.25
18/09/18,150.0,82.5,162.0,124.5,171.0,1.58,142.5
19/09/18,154.0,84.7,166.32,127.82,175.56,1.62,146.3
20/09/18,164.0,90.2,177.12,136.12,186.96,1.72,155.8
21/09/18,143.0,78.65,154.44,118.69,163.02,1.5,135.85
22/09/18,54.0,29.7,58.32,44.82,61.56,0.57,51.3
23/09/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
24/09/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
25/09/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
26/09/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
27/09/18,151.0,83.05,163.08,125.33,172.14,1.59,143.45
28/09/18,197.0,108.35,212.76,163.51,224.58,2.07,187.15
29/09/18,219.0,120.45,236.52,181.77,249.66,2.3,208.05
30/09/18,158.0,86.9,170.64,131.14,180.12,1.66,150.1
01/10/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
02/10/18,202.0,111.1,218.16,167.66,230.28,2.12,191.9
03/10/18,143.0,78.65,154.44,118.69,163.02,1.5,135.85
04/10/18,201.0,110.55,217.08,166.83,229.14,2.11,190.95
05/10/18,256.0,140.8,276.48,212.48,291.84,2.69,243.2
06/10/18,209.0,114.95,225.72,173.47,238.26,2.19,198.55
07/10/18,181.0,99.55,195.48,150.23,206.34,1.9,171.95
08/10/18,246.0,135.3,265.68,204.18,280.44,2.58,233.7
09/10/18,251.0,138.05,271.08,208.33,286.14,2.64,238.45
10/10/18,241.0,132.55,260.28,200.03,274.74,2.53,228.95
11/10/18,210.0,115.5,226.8,174.3,239.4,2.21,199.5
12/10/18,154.0,84.7,166.32,127.82,175.56,1.62,146.3
13/10/18,262.0,144.1,282.96,217.46,298.68,2.75,248.9
14/10/18,204.0,112.2,220.32,169.32,232.56,2.14,193.8
15/10/18,246.0,135.3,265.68,204.18,280.44,2.58,233.7
16/10/18,291.0,160.05,314.28,241.53,331.74,3.06,276.45
17/10/18,313.0,172.15,338.04,259.79,356.82,3.29,297.35
18/10/18,297.0,163.35,320.76,246.51,338.58,3.12,282.15
19/10/18,276.0,151.8,298.08,229.08,314.64,2.9,262.2
20/10/18,326.0,179.3,352.08,270.58,371.64,3.42,309.7
21/10/18,292.0,160.6,315.36,242.36,332.88,3.07,277.4
22/10/18,272.0,149.6,293.76,225.76,310.08,2.86,258.4
23/10/18,254.0,139.7,274.32,210.82,289.56,2.67,241.3
24/10/18,328.0,180.4,354.24,272.24,373.92,3.44,311.6
25/10/18,331.0,182.05,357.48,274.73,377.34,3.48,314.45
26/10/18,361.0,198.55,389.88,299.63,411.54,3.79,342.95
27/10/18,350.0,192.5,378.0,290.5,399.0,3.68,332.5
28/10/18,366.0,201.3,395.28,303.78,417.24,3.84,347.7
29/10/18,367.0,201.85,396.36,304.61,418.38,3.85,348.65
30/10/18,401.0,220.55,433.08,332.83,457.14,4.21,380.95
31/10/18,358.0,196.9,386.64,297.14,408.12,3.76,340.1
01/11/18,393.0,216.15,424.44,326.19,448.02,4.13,373.35
02/11/18,370.0,203.5,399.6,307.1,421.8,3.89,351.5
03/11/18,340.0,187.0,367.2,282.2,387.6,3.57,323.0
04/11/18,171.0,94.05,184.68,141.93,194.94,1.8,162.45
05/11/18,426.0,234.3,460.08,353.58,485.64,4.47,404.7
06/11/18,338.0,185.9,365.04,280.54,385.32,3.55,321.1
07/11/18,281.0,154.55,303.48,233.23,320.34,2.95,266.95
08/11/18,390.0,214.5,421.2,323.7,444.6,4.1,370.5
09/11/18,423.0,232.65,456.84,351.09,482.22,4.44,401.85
10/11/18,401.0,220.55,433.08,332.83,457.14,4.21,380.95
11/11/18,405.0,222.75,437.4,336.15,461.7,4.25,384.75
12/11/18,399.0,219.45,430.92,331.17,454.86,4.19,379.05
13/11/18,409.0,224.95,441.72,339.47,466.26,4.29,388.55
14/11/18,312.0,171.6,336.96,258.96,355.68,3.28,296.4
15/11/18,217.0,119.35,234.36,180.11,247.38,2.28,206.15
16/11/18,285.0,156.75,307.8,236.55,324.9,2.99,270.75
17/11/18,267.0,146.85,288.36,221.61,304.38,2.8,253.65
18/11/18,311.0,171.05,335.88,258.13,354.54,3.27,295.45
19/11/18,330.0,181.5,356.4,273.9,376.2,3.47,313.5
20/11/18,374.0,205.7,403.92,310.42,426.36,3.93,355.3
21/11/18,374.0,205.7,403.92,310.42,426.36,3.93,355.3
22/11/18,273.0,150.15,294.84,226.59,311.22,2.87,259.35
23/11/18,337.0,185.35,363.96,279.71,384.18,3.54,320.15
24/11/18,249.0,136.95,268.92,206.67,283.86,2.61,236.55
25/11/18,262.0,144.1,282.96,217.46,298.68,2.75,248.9
26/11/18,336.0,184.8,362.88,278.88,383.04,3.53,319.2
27/11/18,352.0,193.6,380.16,292.16,401.28,3.7,334.4
28/11/18,316.0,173.8,341.28,262.28,360.24,3.32,300.2
29/11/18,358.0,196.9,386.64,297.14,408.12,3.76,340.1
30/11/18,352.0,193.6,380.16,292.16,401.28,3.7,334.4
01/12/18,306.0,168.3,330.48,253.98,348.84,3.21,290.7
02/12/18,297.0,163.35,320.76,246.51,338.58,3.12,282.15
03/12/18,328.0,180.4,354.24,272.24,373.92,3.44,311.6
04/12/18,356.0,195.8,384.48,295.48,405.84,3.74,338.2
05/12/18,331.0,182.05,357.48,274.73,377.34,3.48,314.45
06/12/18,349.0,191.95,376.92,289.67,397.86,3.66,331.55
07/12/18,348.0,191.4,375.84,288.84,396.72,3.65,330.6
08/12/18,347.0,190.85,374.76,288.01,395.58,3.64,329.65
09/12/18,374.0,205.7,403.92,310.42,426.36,3.93,355.3
10/12/18,403.0,221.65,435.24,334.49,459.42,4.23,382.85
11/12/18,413.0,227.15,446.04,342.79,470.82,4.34,392.35
12/12/18,392.0,215.6,423.36,325.36,446.88,4.12,372.4
13/12/18,194.0,106.7,209.52,161.02,221.16,2.04,184.3
14/12/18,249.0,136.95,268.92,206.67,283.86,2.61,236.55
15/12/18,261.0,143.55,281.88,216.63,297.54,2.74,247.95
16/12/18,282.0,155.1,304.56,234.06,321.48,2.96,267.9
17/12/18,337.0,185.35,363.96,279.71,384.18,3.54,320.15
18/12/18,353.0,194.15,381.24,292.99,402.42,3.71,335.35
19/12/18,353.0,194.15,381.24,292.99,402.42,3.71,335.35
20/12/18,394.0,216.7,425.52,327.02,449.16,4.14,374.3
21/12/18,386.0,212.3,416.88,320.38,440.04,4.05,366.7
22/12/18,421.0,231.55,454.68,349.43,479.94,4.42,399.95
23/12/18,450.0,247.5,486.0,373.5,513.0,4.73,427.5
24/12/18,448.0,246.4,483.84,371.84,510.72,4.7,425.6
25/12/18,409.0,224.95,441.72,339.47,466.26,4.29,388.55
26/12/18,384.0,211.2,414.72,318.72,437.76,4.03,364.8
27/12/18,399.0,219.45,430.92,331.17,454.86,4.19,379.05
28/12/18,392.0,215.6,423.36,325.36,446.88,4.12,372.4
29/12/18,385.0,211.75,415.8,319.55,438.9,4.04,365.75
30/12/18,415.0,228.25,448.2,344.45,473.1,4.36,394.25
31/12/18,420.0,231.0,453.6,348.6,478.8,4.41,399.0
01/01/19,393.0,216.15,424.44,326.19,448.02,4.13,373.35
02/01/19,430.0,236.5,464.4,356.9,490.2,4.52,408.5
03/01/19,444.0,244.2,479.52,368.52,506.16,4.66,421.8
04/01/19,386.0,212.3,416.88,320.38,440.04,4.05,366.7
05/01/19,407.0,223.85,439.56,337.81,463.98,4.27,386.65
06/01/19,336.0,184.8,362.88,278.88,383.04,3.53,319.2
07/01/19,333.0,183.15,359.64,276.39,379.62,3.5,316.35
08/01/19,320.0,176.0,345.6,265.6,364.8,3.36,304.0
09/01/19,288.0,158.4,311.04,239.04,328.32,3.02,273.6
10/01/19,292.0,160.6,315.36,242.36,332.88,3.07,277.4
11/01/19,371.0,204.05,400.68,307.93,422.94,3.9,352.45
12/01/19,423.0,232.65,456.84,351.09,482.22,4.44,401.85
13/01/19,414.0,227.7,447.12,343.62,471.96,4.35,393.3
14/01/19,247.0,135.85,266.76,205.01,281.58,2.59,234.65
15/01/19,237.0,130.35,255.96,196.71,270.18,2.49,225.15
16/01/19,371.0,204.05,400.68,307.93,422.94,3.9,352.45
17/01/19,440.0,242.0,475.2,365.2,501.6,4.62,418.0
18/01/19,397.0,218.35,428.76,329.51,452.58,4.17,377.15
19/01/19,378.0,207.9,408.24,313.74,430.92,3.97,359.1
20/01/19,404.0,222.2,436.32,335.32,460.56,4.24,383.8
21/01/19,346.0,190.3,373.68,287.18,394.44,3.63,328.7
22/01/19,104.0,57.2,112.32,86.32,118.56,1.09,98.8
23/01/19,212.0,116.6,228.96,175.96,241.68,2.23,201.4
24/01/19,311.0,171.05,335.88,258.13,354.54,3.27,295.45
25/01/19,151.0,83.05,163.08,125.33,172.14,1.59,143.45
26/01/19,233.0,128.15,251.64,193.39,265.62,2.45,221.35
27/01/19,262.0,144.1,282.96,217.46,298.68,2.75,248.9
28/01/19,267.0,146.85,288.36,221.61,304.38,2.8,253.65
29/01/19,276.0,151.8,298.08,229.08,314.64,2.9,262.2
30/01/19,327.0,179.85,353.16,271.41,372.78,3.43,310.65
31/01/19,359.0,197.45,387.72,297.97,409.26,3.77,341.05
01/02/19,306.0,168.3,330.48,253.98,348.84,3.21,290.7
02/02/19,332.0,182.6,358.56,275.56,378.48,3.49,315.4
03/02/19,289.0,158.95,312.12,239.87,329.46,3.03,274.55
04/02/19,288.0,158.4,311.04,239.04,328.32,3.02,273.6
05/02/19,382.0,210.1,412.56,317.06,435.48,4.01,362.9
06/02/19,352.0,193.6,380.16,292.16,401.28,3.7,334.4
07/02/19,176.0,96.8,190.08,146.08,200.64,1.85,167.2
08/02/19,144.0,79.2,155.52,119.52,164.16,1.51,136.8
09/02/19,158.0,86.9,170.64,131.14,180.12,1.66,150.1
10/02/19,276.0,151.8,298.08,229.08,314.64,2.9,262.2
11/02/19,309.0,169.95,333.72,256.47,352.26,3.24,293.55
12/02/19,342.0,188.1,369.36,283.86,389.88,3.59,324.9
13/02/19,367.0,201.85,396.36,304.61,418.38,3.85,348.65
