Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
08/05/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
09/05/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
10/05/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
11/05/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
12/05/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
13/05/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
14/05/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
15/05/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
16/05/18,67.0,36.85,72.36,55.61,76.38,0.7,63.65
17/05/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
18/05/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
19/05/18,78.0,42.9,84.24,64.74,88.92,0.82,74.1
20/05/18,67.0,36.85,72.36,55.61,76.38,0.7,63.65
21/05/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
22/05/18,99.0,54.45,106.92,82.17,112.86,1.04,94.05
23/05/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
24/05/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
25/05/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
26/05/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
27/05/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
28/05/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
29/05/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
30/05/18,74.0,40.7,79.92,61.42,84.36,0.78,70.3
31/05/18,96.0,52.8,103.68,79.68,109.44,1.01,91.2
01/06/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
02/06/18,132.0,72.6,142.56,109.56,150.48,1.39,125.4
03/06/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
04/06/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
05/06/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
06/06/18,72.0,39.6,77.76,59.76,82.08,0.76,68.4
07/06/18,57.0,31.35,61.56,47.31,64.98,0.6,54.15
08/06/18,74.0,40.7,79.92,61.42,84.36,0.78,70.3
09/06/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
10/06/18,64.0,35.2,69.12,53.12,72.96,0.67,60.8
11/06/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
12/06/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
13/06/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
14/06/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
15/06/18,97.0,53.35,104.76,80.51,110.58,1.02,92.15
16/06/18,116.0,63.8,125.28,96.28,132.24,1.22,110.2
17/06/18,89.0,48.95,96.12,73.87,101.46,0.93,84.55
18/06/18,102.0,56.1,110.16,84.66,116.28,1.07,96.9
19/06/18,94.0,51.7,101.52,78.02,107.16,0.99,89.3
20/06/18,104.0,57.2,112.32,86.32,118.56,1.09,98.8
21/06/18,116.0,63.8,125.28,96.28,132.24,1.22,110.2
22/06/18,114.0,62.7,123.12,94.62,129.96,1.2,108.3
23/06/18,104.0,57.2,112.32,86.32,118.56,1.09,98.8
24/06/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
25/06/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
26/06/18,130.0,71.5,140.4,107.9,148.2,1.37,123.5
27/06/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
28/06/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
29/06/18,102.0,56.1,110.16,84.66,116.28,1.07,96.9
30/06/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
01/07/18,150.0,82.5,162.0,124.5,171.0,1.58,142.5
02/07/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
03/07/18,164.0,90.2,177.12,136.12,186.96,1.72,155.8
04/07/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
05/07/18,96.0,52.8,103.68,79.68,109.44,1.01,91.2
06/07/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
07/07/18,130.0,71.5,140.4,107.9,148.2,1.37,123.5
08/07/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
09/07/18,127.0,69.85,137.16,105.41,144.78,1.33,120.65
10/07/18,109.0,59.95,117.72,90.47,124.26,1.14,103.55
11/07/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
12/07/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
13/07/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
14/07/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
15/07/18,118.0,64.9,127.44,97.94,134.52,1.24,112.1
16/07/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
17/07/18,72.0,39.6,77.76,59.76,82.08,0.76,68.4
18/07/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
19/07/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
20/07/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
21/07/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
22/07/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
23/07/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
24/07/18,99.0,54.45,106.92,82.17,112.86,1.04,94.05
25/07/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
26/07/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
27/07/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
28/07/18,102.0,56.1,110.16,84.66,116.28,1.07,96.9
29/07/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
30/07/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
31/07/18,104.0,57.2,112.32,86.32,118.56,1.09,98.8
01/08/18,114.0,62.7,123.12,94.62,129.96,1.2,108.3
02/08/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
03/08/18,86.0,47.3,92.88,71.38,98.04,0.9,81.7
04/08/18,94.0,51.7,101.52,78.02,107.16,0.99,89.3
05/08/18,108.0,59.4,116.64,89.64,123.12,1.13,102.6
06/08/18,110.0,60.5,118.8,91.3,125.4,1.16,104.5
07/08/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
08/08/18,59.0,32.45,63.72,48.97,67.26,0.62,56.05
09/08/18,46.0,25.3,49.68,38.18,52.44,0.48,43.7
10/08/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
11/08/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
12/08/18,46.0,25.3,49.68,38.18,52.44,0.48,43.7
13/08/18,54.0,29.7,58.32,44.82,61.56,0.57,51.3
14/08/18,77.0,42.35,83.16,63.91,87.78,0.81,73.15
15/08/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
16/08/18,42.0,23.1,45.36,34.86,47.88,0.44,39.9
17/08/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
18/08/18,181.0,99.55,195.48,150.23,206.34,1.9,171.95
19/08/18,92.0,50.6,99.36,76.36,104.88,0.97,87.4
20/08/18,118.0,64.9,127.44,97.94,134.52,1.24,112.1
21/08/18,237.0,130.35,255.96,196.71,270.18,2.49,225.15
22/08/18,132.0,72.6,142.56,109.56,150.48,1.39,125.4
23/08/18,69.0,37.95,74.52,57.27,78.66,0.72,65.55
24/08/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
25/08/18,106.0,58.3,114.48,87.98,120.84,1.11,100.7
26/08/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
27/08/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
28/08/18,51.0,28.05,55.08,42.33,58.14,0.54,48.45
29/08/18,59.0,32.45,63.72,48.97,67.26,0.62,56.05
30/08/18,73.0,40.15,78.84,60.59,83.22,0.77,69.35
31/08/18,69.0,37.95,74.52,57.27,78.66,0.72,65.55
01/09/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
02/09/18,83.0,45.65,89.64,68.89,94.62,0.87,78.85
03/09/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
04/09/18,67.0,36.85,72.36,55.61,76.38,0.7,63.65
05/09/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
06/09/18,107.0,58.85,115.56,88.81,121.98,1.12,101.65
07/09/18,102.0,56.1,110.16,84.66,116.28,1.07,96.9
08/09/18,102.0,56.1,110.16,84.66,116.28,1.07,96.9
09/09/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
10/09/18,73.0,40.15,78.84,60.59,83.22,0.77,69.35
11/09/18,83.0,45.65,89.64,68.89,94.62,0.87,78.85
15/09/18,166.0,91.3,179.28,137.78,189.24,1.74,157.7
16/09/18,80.0,44.0,86.4,66.4,91.2,0.84,76.0
17/09/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
18/09/18,94.0,51.7,101.52,78.02,107.16,0.99,89.3
19/09/18,49.0,26.95,52.92,40.67,55.86,0.51,46.55
20/09/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
21/09/18,100.0,55.0,108.0,83.0,114.0,1.05,95.0
22/09/18,99.0,54.45,106.92,82.17,112.86,1.04,94.05
23/09/18,74.0,40.7,79.92,61.42,84.36,0.78,70.3
24/09/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
25/09/18,58.0,31.9,62.64,48.14,66.12,0.61,55.1
26/09/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
27/09/18,67.0,36.85,72.36,55.61,76.38,0.7,63.65
28/09/18,46.0,25.3,49.68,38.18,52.44,0.48,43.7
29/09/18,44.0,24.2,47.52,36.52,50.16,0.46,41.8
30/09/18,81.0,44.55,87.48,67.23,92.34,0.85,76.95
01/10/18,62.0,34.1,66.96,51.46,70.68,0.65,58.9
02/10/18,63.0,34.65,68.04,52.29,71.82,0.66,59.85
03/10/18,47.0,25.85,50.76,39.01,53.58,0.49,44.65
04/10/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
05/10/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
06/10/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
07/10/18,49.0,26.95,52.92,40.67,55.86,0.51,46.55
08/10/18,64.0,35.2,69.12,53.12,72.96,0.67,60.8
09/10/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
10/10/18,138.0,75.9,149.04,114.54,157.32,1.45,131.1
11/10/18,150.0,82.5,162.0,124.5,171.0,1.58,142.5
12/10/18,88.0,48.4,95.04,73.04,100.32,0.92,83.6
13/10/18,72.0,39.6,77.76,59.76,82.08,0.76,68.4
14/10/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
15/10/18,65.0,35.75,70.2,53.95,74.1,0.68,61.75
16/10/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
17/10/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
18/10/18,50.0,27.5,54.0,41.5,57.0,0.53,47.5
19/10/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
20/10/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
21/10/18,132.0,72.6,142.56,109.56,150.48,1.39,125.4
22/10/18,125.0,68.75,135.0,103.75,142.5,1.31,118.75
23/10/18,146.0,80.3,157.68,121.18,166.44,1.53,138.7
24/10/18,169.0,92.95,182.52,140.27,192.66,1.77,160.55
25/10/18,140.0,77.0,151.2,116.2,159.6,1.47,133.0
26/10/18,141.0,77.55,152.28,117.03,160.74,1.48,133.95
27/10/18,128.0,70.4,138.24,106.24,145.92,1.34,121.6
28/10/18,116.0,63.8,125.28,96.28,132.24,1.22,110.2
29/10/18,131.0,72.05,141.48,108.73,149.34,1.38,124.45
30/10/18,74.0,40.7,79.92,61.42,84.36,0.78,70.3
31/10/18,55.0,30.25,59.4,45.65,62.7,0.58,52.25
01/11/18,48.0,26.4,51.84,39.84,54.72,0.5,45.6
02/11/18,75.0,41.25,81.0,62.25,85.5,0.79,71.25
03/11/18,45.0,24.75,48.6,37.35,51.3,0.47,42.75
04/11/18,95.0,52.25,102.6,78.85,108.3,1.0,90.25
05/11/18,66.0,36.3,71.28,54.78,75.24,0.69,62.7
06/11/18,64.0,35.2,69.12,53.12,72.96,0.67,60.8
07/11/18,121.0,66.55,130.68,100.43,137.94,1.27,114.95
08/11/18,105.0,57.75,113.4,87.15,119.7,1.1,99.75
09/11/18,146.0,80.3,157.68,121.18,166.44,1.53,138.7
10/11/18,134.0,73.7,144.72,111.22,152.76,1.41,127.3
11/11/18,141.0,77.55,152.28,117.03,160.74,1.48,133.95
12/11/18,174.0,95.7,187.92,144.42,198.36,1.83,165.3
13/11/18,244.0,134.2,263.52,202.52,278.16,2.56,231.8
14/11/18,185.0,101.75,199.8,153.55,210.9,1.94,175.75
15/11/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
16/11/18,54.0,29.7,58.32,44.82,61.56,0.57,51.3
17/11/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
18/11/18,60.0,33.0,64.8,49.8,68.4,0.63,57.0
19/11/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
20/11/18,79.0,43.45,85.32,65.57,90.06,0.83,75.05
21/11/18,53.0,29.15,57.24,43.99,60.42,0.56,50.35
22/11/18,52.0,28.6,56.16,43.16,59.28,0.55,49.4
23/11/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
24/11/18,210.0,115.5,226.8,174.3,239.4,2.21,199.5
25/11/18,224.0,123.2,241.92,185.92,255.36,2.35,212.8
26/11/18,186.0,102.3,200.88,154.38,212.04,1.95,176.7
27/11/18,134.0,73.7,144.72,111.22,152.76,1.41,127.3
28/11/18,122.0,67.1,131.76,101.26,139.08,1.28,115.9
29/11/18,84.0,46.2,90.72,69.72,95.76,0.88,79.8
30/11/18,87.0,47.85,93.96,72.21,99.18,0.91,82.65
01/12/18,98.0,53.9,105.84,81.34,111.72,1.03,93.1
02/12/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
03/12/18,56.0,30.8,60.48,46.48,63.84,0.59,53.2
04/12/18,54.0,29.7,58.32,44.82,61.56,0.57,51.3
05/12/18,61.0,33.55,65.88,50.63,69.54,0.64,57.95
06/12/18,68.0,37.4,73.44,56.44,77.52,0.71,64.6
07/12/18,142.0,78.1,153.36,117.86,161.88,1.49,134.9
08/12/18,238.0,130.9,257.04,197.54,271.32,2.5,226.1
09/12/18,222.0,122.1,239.76,184.26,253.08,2.33,210.9
10/12/18,221.0,121.55,238.68,183.43,251.94,2.32,209.95
11/12/18,185.0,101.75,199.8,153.55,210.9,1.94,175.75
12/12/18,185.0,101.75,199.8,153.55,210.9,1.94,175.75
13/12/18,132.0,72.6,142.56,109.56,150.48,1.39,125.4
14/12/18,80.0,44.0,86.4,66.4,91.2,0.84,76.0
15/12/18,171.0,94.05,184.68,141.93,194.94,1.8,162.45
16/12/18,133.0,73.15,143.64,110.39,151.62,1.4,126.35
17/12/18,89.0,48.95,96.12,73.87,101.46,0.93,84.55
18/12/18,159.0,87.45,171.72,131.97,181.26,1.67,151.05
19/12/18,71.0,39.05,76.68,58.93,80.94,0.75,67.45
20/12/18,70.0,38.5,75.6,58.1,79.8,0.74,66.5
21/12/18,76.0,41.8,82.08,63.08,86.64,0.8,72.2
22/12/18,90.0,49.5,97.2,74.7,102.6,0.95,85.5
23/12/18,105.0,57.75,113.4,87.15,119.7,1.1,99.75
24/12/18,125.0,68.75,135.0,103.75,142.5,1.31,118.75
25/12/18,148.0,81.4,159.84,122.84,168.72,1.55,140.6
26/12/18,200.0,110.0,216.0,166.0,228.0,2.1,190.0
27/12/18,77.0,42.35,83.16,63.91,87.78,0.81,73.15
28/12/18,112.0,61.6,120.96,92.96,127.68,1.18,106.4
29/12/18,188.0,103.4,203.04,156.04,214.32,1.97,178.6
30/12/18,156.0,85.8,168.48,129.48,177.84,1.64,148.2
31/12/18,120.0,66.0,129.6,99.6,136.8,1.26,114.0
01/01/19,175.0,96.25,189.0,145.25,199.5,1.84,166.25
02/01/19,81.0,44.55,87.48,67.23,92.34,0.85,76.95
03/01/19,184.0,101.2,198.72,152.72,209.76,1.93,174.8
04/01/19,203.0,111.65,219.24,168.49,231.42,2.13,192.85
05/01/19,112.0,61.6,120.96,92.96,127.68,1.18,106.4
06/01/19,193.0,106.15,208.44,160.19,220.02,2.03,183.35
07/01/19,148.0,81.4,159.84,122.84,168.72,1.55,140.6
08/01/19,81.0,44.55,87.48,67.23,92.34,0.85,76.95
09/01/19,212.0,116.6,228.96,175.96,241.68,2.23,201.4
10/01/19,172.0,94.6,185.76,142.76,196.08,1.81,163.4
11/01/19,178.0,97.9,192.24,147.74,202.92,1.87,169.1
12/01/19,158.0,86.9,170.64,131.14,180.12,1.66,150.1
13/01/19,89.0,48.95,96.12,73.87,101.46,0.93,84.55
14/01/19,122.0,67.1,131.76,101.26,139.08,1.28,115.9
15/01/19,102.0,56.1,110.16,84.66,116.28,1.07,96.9
16/01/19,96.0,52.8,103.68,79.68,109.44,1.01,91.2
17/01/19,107.0,58.85,115.56,88.81,121.98,1.12,101.65
18/01/19,135.0,74.25,145.8,112.05,153.9,1.42,128.25
19/01/19,104.0,57.2,112.32,86.32,118.56,1.09,98.8
20/01/19,64.0,35.2,69.12,53.12,72.96,0.67,60.8
21/01/19,98.0,53.9,105.84,81.34,111.72,1.03,93.1
22/01/19,171.0,94.05,184.68,141.93,194.94,1.8,162.45
23/01/19,58.0,31.9,62.64,48.14,66.12,0.61,55.1
24/01/19,94.0,51.7,101.52,78.02,107.16,0.99,89.3
25/01/19,53.0,29.15,57.24,43.99,60.42,0.56,50.35
26/01/19,45.0,24.75,48.6,37.35,51.3,0.47,42.75
27/01/19,42.0,23.1,45.36,34.86,47.88,0.44,39.9
28/01/19,39.0,21.45,42.12,32.37,44.46,0.41,37.05
29/01/19,46.0,25.3,49.68,38.18,52.44,0.48,43.7
30/01/19,72.0,39.6,77.76,59.76,82.08,0.76,68.4
31/01/19,127.0,69.85,137.16,105.41,144.78,1.33,120.65
01/02/19,100.0,55.0,108.0,83.0,114.0,1.05,95.0
02/02/19,90.0,49.5,97.2,74.7,102.6,0.95,85.5
03/02/19,52.0,28.6,56.16,43.16,59.28,0.55,49.4
04/02/19,88.0,48.4,95.04,73.04,100.32,0.92,83.6
05/02/19,98.0,53.9,105.84,81.34,111.72,1.03,93.1
06/02/19,125.0,68.75,135.0,103.75,142.5,1.31,118.75
07/02/19,115.0,63.25,124.2,95.45,131.1,1.21,109.25
08/02/19,67.0,36.85,72.36,55.61,76.38,0.7,63.65
09/02/19,53.0,29.15,57.24,43.99,60.42,0.56,50.35
10/02/19,48.0,26.4,51.84,39.84,54.72,0.5,45.6
11/02/19,58.0,31.9,62.64,48.14,66.12,0.61,55.1
12/02/19,68.0,37.4,73.44,56.44,77.52,0.71,64.6
13/02/19,154.0,84.7,166.32,127.82,175.56,1.62,146.3
14/02/19,182.0,100.1,196.56,151.06,207.48,1.91,172.9
15/02/19,74.0,40.7,79.92,61.42,84.36,0.78,70.3
16/02/19,75.0,41.25,81.0,62.25,85.5,0.79,71.25
